"","rep","sim","recap","mut","sample","T2","T1","CS","AS","NE","Na","Nc","Ns","mut_rate","POP_SIZE","P_D","DISPERSAL_SIGMA","YEAR_SHAPE"
"265","post_21000_2022-12-05//run_2022-12-05_000003/sim_3296075668667_stats_mut/stats_984088_874332_3","3296075668667","984088","874332","3",395090.380553739,645285.508950854,0.597059832119956,0.328767563801563,29202.0306763862,9132.92216587824,2978.37583023052,12127.8275725674,4.43012642993429e-09,95.3986,0.1135,1.9149,1.9448
"266","post_21000_2022-12-05//run_2022-12-05_000003/sim_3296075668667_stats_mut/stats_984088_874332_4","3296075668667","984088","874332","4",395090.380553739,645285.508950854,0.597059832119956,0.328767563801563,29202.0306763862,9132.92216587824,2978.37583023052,12127.8275725674,4.43012642993429e-09,95.3986,0.1135,1.9149,1.9448
"267","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_121463_0","2884680626060","541080","121463","0",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.02801335506197e-09,176.4117,0.0763,0.7656,1.5743
"268","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_121463_1","2884680626060","541080","121463","1",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,5.37702564301822e-09,176.4117,0.0763,0.7656,1.5743
"269","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_121463_2","2884680626060","541080","121463","2",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,5.37702564301822e-09,176.4117,0.0763,0.7656,1.5743
"270","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_121463_3","2884680626060","541080","121463","3",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,5.37702564301822e-09,176.4117,0.0763,0.7656,1.5743
"271","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_121463_4","2884680626060","541080","121463","4",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,5.37702564301822e-09,176.4117,0.0763,0.7656,1.5743
"272","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_499544_0","2884680626060","541080","499544","0",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.44961981446669e-09,176.4117,0.0763,0.7656,1.5743
"273","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_499544_1","2884680626060","541080","499544","1",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.32921794306388e-09,176.4117,0.0763,0.7656,1.5743
"274","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_499544_2","2884680626060","541080","499544","2",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.32921794306388e-09,176.4117,0.0763,0.7656,1.5743
"275","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_499544_3","2884680626060","541080","499544","3",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.32921794306388e-09,176.4117,0.0763,0.7656,1.5743
"276","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_499544_4","2884680626060","541080","499544","4",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.32921794306388e-09,176.4117,0.0763,0.7656,1.5743
"277","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_510688_0","2884680626060","541080","510688","0",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,5.37702564301822e-09,176.4117,0.0763,0.7656,1.5743
"278","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_510688_1","2884680626060","541080","510688","1",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.44961981446669e-09,176.4117,0.0763,0.7656,1.5743
"279","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_510688_2","2884680626060","541080","510688","2",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.44961981446669e-09,176.4117,0.0763,0.7656,1.5743
"280","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_510688_3","2884680626060","541080","510688","3",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.44961981446669e-09,176.4117,0.0763,0.7656,1.5743
"281","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_510688_4","2884680626060","541080","510688","4",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.44961981446669e-09,176.4117,0.0763,0.7656,1.5743
"282","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_611882_0","2884680626060","541080","611882","0",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,4.32248452260278e-09,176.4117,0.0763,0.7656,1.5743
"283","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_611882_1","2884680626060","541080","611882","1",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.02801335506197e-09,176.4117,0.0763,0.7656,1.5743
"284","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_611882_2","2884680626060","541080","611882","2",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.02801335506197e-09,176.4117,0.0763,0.7656,1.5743
"285","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_611882_3","2884680626060","541080","611882","3",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.02801335506197e-09,176.4117,0.0763,0.7656,1.5743
"286","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_611882_4","2884680626060","541080","611882","4",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,2.02801335506197e-09,176.4117,0.0763,0.7656,1.5743
"287","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_715423_0","2884680626060","541080","715423","0",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,NA,176.4117,0.0763,0.7656,1.5743
"288","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_715423_1","2884680626060","541080","715423","1",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,4.32248452260278e-09,176.4117,0.0763,0.7656,1.5743
"289","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_715423_2","2884680626060","541080","715423","2",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,4.32248452260278e-09,176.4117,0.0763,0.7656,1.5743
"290","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_715423_3","2884680626060","541080","715423","3",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,4.32248452260278e-09,176.4117,0.0763,0.7656,1.5743
"291","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_541080_715423_4","2884680626060","541080","715423","4",376019.335742586,593464.393146615,0.579882191364319,0.357157505035699,44080.8515786004,8049.80060821894,7959.72300259623,12119.1143108933,4.32248452260278e-09,176.4117,0.0763,0.7656,1.5743
"292","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_169927_0","2884680626060","550179","169927","0",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,3.96322029773134e-09,176.4117,0.0763,0.7656,1.5743
"293","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_169927_1","2884680626060","550179","169927","1",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.18759148942941e-09,176.4117,0.0763,0.7656,1.5743
"294","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_169927_2","2884680626060","550179","169927","2",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.18759148942941e-09,176.4117,0.0763,0.7656,1.5743
"295","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_169927_3","2884680626060","550179","169927","3",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.18759148942941e-09,176.4117,0.0763,0.7656,1.5743
"296","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_169927_4","2884680626060","550179","169927","4",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.18759148942941e-09,176.4117,0.0763,0.7656,1.5743
"297","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_39541_0","2884680626060","550179","39541","0",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.47973005730438e-09,176.4117,0.0763,0.7656,1.5743
"298","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_39541_1","2884680626060","550179","39541","1",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,3.96322029773134e-09,176.4117,0.0763,0.7656,1.5743
"299","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_39541_2","2884680626060","550179","39541","2",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,3.96322029773134e-09,176.4117,0.0763,0.7656,1.5743
"300","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_39541_3","2884680626060","550179","39541","3",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,3.96322029773134e-09,176.4117,0.0763,0.7656,1.5743
"301","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_39541_4","2884680626060","550179","39541","4",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,3.96322029773134e-09,176.4117,0.0763,0.7656,1.5743
"302","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_670935_0","2884680626060","550179","670935","0",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,NA,176.4117,0.0763,0.7656,1.5743
"303","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_670935_1","2884680626060","550179","670935","1",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.47973005730438e-09,176.4117,0.0763,0.7656,1.5743
"304","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_670935_2","2884680626060","550179","670935","2",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.47973005730438e-09,176.4117,0.0763,0.7656,1.5743
"305","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_670935_3","2884680626060","550179","670935","3",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.47973005730438e-09,176.4117,0.0763,0.7656,1.5743
"306","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_670935_4","2884680626060","550179","670935","4",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.47973005730438e-09,176.4117,0.0763,0.7656,1.5743
"307","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_962854_0","2884680626060","550179","962854","0",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.18759148942941e-09,176.4117,0.0763,0.7656,1.5743
"308","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_962854_1","2884680626060","550179","962854","1",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,5.11211336832646e-09,176.4117,0.0763,0.7656,1.5743
"309","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_962854_2","2884680626060","550179","962854","2",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,5.11211336832646e-09,176.4117,0.0763,0.7656,1.5743
"310","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_962854_3","2884680626060","550179","962854","3",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,5.11211336832646e-09,176.4117,0.0763,0.7656,1.5743
"311","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_962854_4","2884680626060","550179","962854","4",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,5.11211336832646e-09,176.4117,0.0763,0.7656,1.5743
"312","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_993354_0","2884680626060","550179","993354","0",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,5.11211336832646e-09,176.4117,0.0763,0.7656,1.5743
"313","post_21000_2022-12-05//run_2022-12-05_000005/sim_2884680626060_stats_mut/stats_550179_993354_1","2884680626060","550179","993354","1",431910.641160326,531616.781988518,0.518423733084682,0.434461529822891,66910.652959181,5581.99251067443,2421.95727443203,12124.4828282505,2.13339265716471e-09,176.4117,0.0763,0.7656,1.5743
