"","P_D","DISPERSAL_SIGMA","POP_SIZE","YEAR_SHAPE"
"1",0.0909042487437546,1.29726958605461,137.619743794203,1.84040183480829
"2",0.331403153097199,0.826064094388858,122.212047874928,1.98396241990849
"3",0.113523983403866,1.91494684368372,95.3985572233796,1.94480455573648
"4",0.0372471021109959,1.8096177667845,185.632369928062,1.05090742721222
"5",0.0762908096476167,0.765611328929663,176.411697976291,1.57429272518493
"6",0.0864562660135562,1.27753049493767,134.460976533592,1.99492593109608
"7",0.363124508116016,0.638446134468541,151.115709356964,1.90808390220627
"8",0.170936341623019,1.35663659204729,86.5603454038501,1.07875538198277
"9",0.0341927480294544,1.64032263839617,184.591203555465,1.55696738814004
"10",0.312897117732064,0.46903090137057,167.598155587912,1.57450579339638
"11",0.173101118736668,0.718588155182079,151.515649408102,1.65786308585666
"12",0.466751913467306,1.58396253958344,82.9761051386595,1.10492166178301
"13",0.186808231963369,1.07725606616586,98.0478836223483,1.51364076603204
"14",0.284597541882249,1.05489541706629,97.6028988137841,1.79945529159158
"15",0.299621433441644,1.79041537521407,81.8041148781776,1.4474886409007
"16",0.0942986721893249,1.70864332411438,198.985246904194,1.02211439842358
"17",0.38922850623203,0.653511784411967,130.185583941638,1.4441549659241
"18",0.44401862702216,1.29710854622535,104.427091665566,1.82890981249511
"19",0.246101959299267,0.808286377834156,113.604352287948,1.14951831405051
"20",0.0694630864891224,1.00780535740778,166.995105519891,1.12021622085012
"21",0.435820900602266,1.02061724350788,100.350247621536,1.73629564791918
"22",0.176162511252187,1.774125854671,76.5912997722626,1.43624826637097
"23",0.34742153319894,0.4639874716755,184.540842734277,1.41180981881917
"24",0.153800451505958,1.09409399745055,111.944557093084,1.65586728579365
"25",0.278626991152123,0.445057112677023,189.31398332119,1.08322246954776
"26",0.0823092634564091,1.36263890895061,129.894365854561,1.75503564672545
"27",0.200868254480156,1.89256808632053,78.4261580184102,1.30133105814457
"28",0.309732458837971,1.10993118900806,90.2057408541441,1.18052108655684
"29",0.135297094264388,0.873889837460592,121.36778395623,1.06098675564863
"30",0.351851897175948,1.1599199438002,92.1759530901909,1.4732737170998
"31",0.17379623294255,0.468470421945676,166.305255405605,1.33475985890254
"32",0.30539773782948,1.70669803987257,76.0625772178173,1.56243685493246
"33",0.254027849467093,1.27835084185936,98.5491171479225,1.99201631057076
"34",0.233024239507358,1.48962148772553,72.986621260643,1.02041275333613
"35",0.206194524602324,0.927570818085224,111.581972055137,1.2545969937928
"36",0.293460467302793,0.471624362794682,165.139584839344,1.05958795384504
"37",0.17783423529545,1.08365300726146,106.255686804652,1.72876024525613
"38",0.404624865605001,1.03161756228656,100.979579240084,1.46945651294664
"39",0.125993931094854,1.30112520912662,100.494861975312,1.53077495819889
"40",0.368457665437745,1.9964095916599,75.0353201851249,1.32066314737312
"41",0.433146531169768,1.55444492157549,86.5739086642861,1.46550996880978
"42",0.41690223932892,0.770511386590079,111.093931868672,1.14158085617237
"43",0.197739095525321,1.95265138628893,72.9841864854097,1.47504205582663
"44",0.109325075187371,1.20565883396193,120.826452001929,1.74775851680897
"45",0.147169443498569,1.30346538452432,105.31773570925,1.60739728529006
"46",0.138643612488522,0.697286906139925,177.014441676438,1.04022203246132
"47",0.322179335442343,1.80838145995513,83.9874269068241,1.69302411773242
"48",0.0700625925746863,1.62100911410525,119.742649942636,1.46488522528671
"49",0.194888980084215,0.674314018525183,185.331709943712,1.05412549781613
"50",0.224422025192325,0.864055000944063,124.521076902747,1.68191115627997
