"","T2","T1","CS","AS","NE","Na","Nc","Ns","mut_rate","POP_SIZE","P_D","DISPERSAL_SIGMA","YEAR_SHAPE"
"119",387380.903038553,620836.433151902,0.571877887135196,0.368570791542474,24905.0548172287,9178.3547663331,1143.54120071497,12124.4348094146,3.46551651547808e-09,86.5603,0.170877777509167,1.35603396930509,1.07923556423247
"120",402899.789667212,592786.475209039,0.578159563233298,0.358772003158133,44955.461431553,4536.61156503064,2275.021200487,12122.4225809976,3.43787559745608e-09,84.8746007108699,0.319283045371871,1.80043660205648,1.69266855053743
"121",388335.179020355,674689.682332386,0.567854926050149,0.371590379760124,12705.1919312306,2410.88310144924,3341.92373666525,12127.1834541407,3.73961976704425e-09,121.351998226516,0.135301809673937,0.873890528820199,1.06090334878353
"122",402239.543901369,600260.051725342,0.447002312086888,0.49285665735832,38917.0750601553,8590.77532325868,4227.81192771041,12123.1152373082,3.08424851103291e-09,104.427318869402,0.443986730450808,1.29709768318133,1.82537854811318
"123",421132.624155843,569037.367269515,0.514977180737242,0.436836358226901,55825.6888271287,7003.50199387321,4441.90227581856,12130.0515183446,4.09505536542562e-09,105.317957017198,0.147201652522204,1.30349802966508,1.60740979891774
"124",395577.506024295,569679.039542497,0.603652941927635,0.32258954827086,42714.6803618779,2568.1494875874,1044.3751464925,12125.0209639374,3.44594798650272e-09,113.6044,0.2461,0.8083,1.14970038744602
"125",425381.39867874,523956.401367545,0.533728712276056,0.415269364487737,64659.2633713289,1103.93256232805,989.454467993771,12133.6457026933,3.20837009752804e-09,81.8872806593398,0.299176998804874,1.78806528062306,1.44781823490323
"126",375052.148091801,538023.771330005,0.538695353889848,0.408763312123624,61638.583051856,5290.64337641315,12126.8129880722,12133.0494730462,4.29403917883813e-09,137.6197,0.0909,1.2973,1.8404000042636
"127",401954.103156426,536823.677452647,0.57194425753991,0.369091990545205,74180.8879781967,9107.64053366612,2649.54408062151,12124.3318189904,3.84697924443277e-09,75.0934530441969,0.368070589625785,1.99456160465125,1.32111112904727
"128",382255.743285825,637757.932129735,0.469599934699916,0.494687202201449,22654.7722498254,9832.08512662989,4770.63714810172,12125.158703072,5.52158710549580e-09,118.664731632954,0.141430191874952,0.908085039937707,1.06054805726526
